wavelength;fosc;id;method;name
265.4;0.238849492;5;BMK_solv;"mitorubrin"
376.0;0.040790504;1;CAMB3LYP;"mitorubrin"
333.8;0.000910532;2;CAMB3LYP;"mitorubrin"
320.8;0.001784217;3;CAMB3LYP;"mitorubrin"
302.6;0.585359173;4;CAMB3LYP;"mitorubrin"
297.1;0.040669986;5;CAMB3LYP;"mitorubrin"
371.9;0.089420684;1;CAMB3LYP_solv;"mitorubrin"
316.6;0.738473380;2;CAMB3LYP_solv;"mitorubrin"
308.7;0.034596115;3;CAMB3LYP_solv;"mitorubrin"
297.5;0.007102771;4;CAMB3LYP_solv;"mitorubrin"
275.5;0.215282938;5;CAMB3LYP_solv;"mitorubrin"
356.6;0.064188229;1;M062X;"mitorubrin"
328.6;0.000275750;2;M062X;"mitorubrin"
319.1;0.001664327;3;M062X;"mitorubrin"
293.2;0.679758799;4;M062X;"mitorubrin"
267.5;0.004126797;5;M062X;"mitorubrin"
354.7;0.170959701;1;M062X_solv;"mitorubrin"
308.8;0.001167063;2;M062X_solv;"mitorubrin"
306.9;0.753683819;3;M062X_solv;"mitorubrin"
296.9;0.005892759;4;M062X_solv;"mitorubrin"
267.2;0.234765790;5;M062X_solv;"mitorubrin"
360.1;0.213560244;1;wPBEPP86;"mitorubrin"
333.9;0.000091254;2;wPBEPP86;"mitorubrin"
325.8;0.005014592;3;wPBEPP86;"mitorubrin"
307.6;0.624799921;4;wPBEPP86;"mitorubrin"
292.1;0.145538378;5;wPBEPP86;"mitorubrin"
364.7;0.493194845;1;wPBEPP86_solv;"mitorubrin"
327.8;0.462455347;2;wPBEPP86_solv;"mitorubrin"
313.0;0.001866550;3;wPBEPP86_solv;"mitorubrin"
304.2;0.005495729;4;wPBEPP86_solv;"mitorubrin"
293.4;0.200842918;5;wPBEPP86_solv;"mitorubrin"
323.8;0.085482343;1;wB97XD4_TDA;"mitorubrin"
304.5;0.000424668;2;wB97XD4_TDA;"mitorubrin"
296.8;0.002035873;3;wB97XD4_TDA;"mitorubrin"
268.5;0.960726597;4;wB97XD4_TDA;"mitorubrin"
252.3;0.130609714;5;wB97XD4_TDA;"mitorubrin"
323.3;0.256231820;1;wB97XD4_TDA_solv;"mitorubrin"
289.4;0.005197016;2;wB97XD4_TDA_solv;"mitorubrin"
281.4;0.904998725;3;wB97XD4_TDA_solv;"mitorubrin"
276.7;0.026816735;4;wB97XD4_TDA_solv;"mitorubrin"
253.9;0.199363482;5;wB97XD4_TDA_solv;"mitorubrin"
360.8;0.887811314;1;PBE0_solv;"monankarin_A"
335.3;0.002075282;2;PBE0_solv;"monankarin_A"
325.7;0.046815481;3;PBE0_solv;"monankarin_A"
295.4;0.010253582;4;PBE0_solv;"monankarin_A"
267.6;0.085196602;5;PBE0_solv;"monankarin_A"
326.1;0.991295867;1;wB97XD4_solv;"monankarin_A"
289.3;0.001723803;2;wB97XD4_solv;"monankarin_A"
274.3;0.058290409;3;wB97XD4_solv;"monankarin_A"
253.3;0.049223940;4;wB97XD4_solv;"monankarin_A"
225.3;0.087606740;5;wB97XD4_solv;"monankarin_A"
376.5;0.005353172;1;PBE0;"monankarin_A"
352.3;0.656780110;2;PBE0;"monankarin_A"
311.9;0.015164526;3;PBE0;"monankarin_A"
294.9;0.073922869;4;PBE0;"monankarin_A"
276.9;0.001557023;5;PBE0;"monankarin_A"
316.7;0.721353232;1;wB97XD4;"monankarin_A"
311.1;0.073382376;2;wB97XD4;"monankarin_A"
267.8;0.045100168;3;wB97XD4;"monankarin_A"
249.2;0.008071849;4;wB97XD4;"monankarin_A"
238.3;0.018552226;5;wB97XD4;"monankarin_A"
349.4;0.749166930;1;B2PLYP;"monankarin_A"
361.3;0.007072275;2;B2PLYP;"monankarin_A"
311.7;0.029633703;3;B2PLYP;"monankarin_A"
291.8;0.003516606;4;B2PLYP;"monankarin_A"
271.1;0.025944455;5;B2PLYP;"monankarin_A"
362.8;0.924883433;1;B2PLYP_solv;"monankarin_A"
325.7;0.022943488;2;B2PLYP_solv;"monankarin_A"
324.1;0.020752261;3;B2PLYP_solv;"monankarin_A"
285.9;0.044381140;4;B2PLYP_solv;"monankarin_A"
270.0;0.115033153;5;B2PLYP_solv;"monankarin_A"
339.5;0.786307242;1;PBEQIHD;"monankarin_A"
338.0;0.005063900;2;PBEQIHD;"monankarin_A"
303.5;0.030237661;3;PBEQIHD;"monankarin_A"
270.2;0.035321470;4;PBEQIHD;"monankarin_A"
256.0;0.016801056;5;PBEQIHD;"monankarin_A"
357.0;0.941212928;1;PBEQIHD_solv;"monankarin_A"
310.9;0.001056442;2;PBEQIHD_solv;"monankarin_A"
312.9;0.044417162;3;PBEQIHD_solv;"monankarin_A"
271.4;0.079524136;4;PBEQIHD_solv;"monankarin_A"
251.4;0.168771120;5;PBEQIHD_solv;"monankarin_A"
331.0;0.532858954;1;BMK;"monankarin_A"
327.4;0.246023150;2;BMK;"monankarin_A"
283.6;0.027764162;3;BMK;"monankarin_A"
265.5;0.012914740;4;BMK;"monankarin_A"
246.7;0.008477763;5;BMK;"monankarin_A"
338.7;0.982475330;1;BMK_solv;"monankarin_A"
299.9;0.000822905;2;BMK_solv;"monankarin_A"
293.6;0.049995375;3;BMK_solv;"monankarin_A"
264.3;0.016101696;4;BMK_solv;"monankarin_A"
244.7;0.121206004;5;BMK_solv;"monankarin_A"
342.3;0.103213204;1;CAMB3LYP;"monankarin_A"
337.4;0.626970809;2;CAMB3LYP;"monankarin_A"
293.0;0.023916770;3;CAMB3LYP;"monankarin_A"
275.7;0.022485241;4;CAMB3LYP;"monankarin_A"
259.0;0.005239612;5;CAMB3LYP;"monankarin_A"
347.3;0.935610070;1;CAMB3LYP_solv;"monankarin_A"
310.6;0.000911317;2;CAMB3LYP_solv;"monankarin_A"
303.1;0.047259099;3;CAMB3LYP_solv;"monankarin_A"
274.5;0.011580529;4;CAMB3LYP_solv;"monankarin_A"
253.4;0.120659248;5;CAMB3LYP_solv;"monankarin_A"
338.3;0.020182048;1;M062X;"monankarin_A"
327.4;0.757121612;2;M062X;"monankarin_A"
280.7;0.037867182;3;M062X;"monankarin_A"
261.4;0.004559388;4;M062X;"monankarin_A"
248.6;0.009346004;5;M062X;"monankarin_A"
339.0;0.972662468;1;M062X_solv;"monankarin_A"
311.3;0.003886806;2;M062X_solv;"monankarin_A"
290.3;0.051124384;3;M062X_solv;"monankarin_A"
263.0;0.025199984;4;M062X_solv;"monankarin_A"
241.4;0.118115123;5;M062X_solv;"monankarin_A"
346.8;0.763052501;1;wPBEPP86;"monankarin_A"
338.6;0.004651479;2;wPBEPP86;"monankarin_A"
307.7;0.028656236;3;wPBEPP86;"monankarin_A"
268.1;0.064306037;4;wPBEPP86;"monankarin_A"
257.5;0.009751100;5;wPBEPP86;"monankarin_A"
365.9;0.908333012;1;wPBEPP86_solv;"monankarin_A"
312.7;0.000529589;2;wPBEPP86_solv;"monankarin_A"
317.4;0.043768082;3;wPBEPP86_solv;"monankarin_A"
272.9;0.097577204;4;wPBEPP86_solv;"monankarin_A"
247.0;0.258080990;5;wPBEPP86_solv;"monankarin_A"
309.3;0.033010748;1;wB97XD4_TDA;"monankarin_A"
300.4;0.979332366;2;wB97XD4_TDA;"monankarin_A"
261.0;0.053146261;3;wB97XD4_TDA;"monankarin_A"
242.5;0.003811125;4;wB97XD4_TDA;"monankarin_A"
234.8;0.027207365;5;wB97XD4_TDA;"monankarin_A"
312.3;1.185669917;1;wB97XD4_TDA_solv;"monankarin_A"
287.1;0.004696825;2;wB97XD4_TDA_solv;"monankarin_A"
267.5;0.056102884;3;wB97XD4_TDA_solv;"monankarin_A"
243.2;0.059469770;4;wB97XD4_TDA_solv;"monankarin_A"
223.3;0.056650243;5;wB97XD4_TDA_solv;"monankarin_A"
419.0;1.060261015;1;PBE0_solv;"monaphilol_A"
351.0;0.001742156;2;PBE0_solv;"monaphilol_A"
312.3;0.104123819;3;PBE0_solv;"monaphilol_A"
301.9;0.133165731;4;PBE0_solv;"monaphilol_A"
275.8;0.026991292;5;PBE0_solv;"monaphilol_A"
400.0;1.143854926;1;wB97XD4_solv;"monaphilol_A"
296.5;0.001906082;2;wB97XD4_solv;"monaphilol_A"
268.4;0.082018214;3;wB97XD4_solv;"monaphilol_A"
253.8;0.295928629;4;wB97XD4_solv;"monaphilol_A"
228.5;0.061835737;5;wB97XD4_solv;"monaphilol_A"
404.5;0.763663537;1;PBE0;"monaphilol_A"
397.4;0.053324809;2;PBE0;"monaphilol_A"
331.7;0.118136719;3;PBE0;"monaphilol_A"
310.0;0.033358116;4;PBE0;"monaphilol_A"
280.1;0.154121334;5;PBE0;"monaphilol_A"
377.1;1.000326510;1;wB97XD4;"monaphilol_A"
319.9;0.001837956;2;wB97XD4;"monaphilol_A"
281.6;0.011551130;3;wB97XD4;"monaphilol_A"
243.9;0.189221049;4;wB97XD4;"monaphilol_A"
239.0;0.211419940;5;wB97XD4;"monaphilol_A"
407.2;0.967395314;1;B2PLYP;"monaphilol_A"
385.2;0.000949652;2;B2PLYP;"monaphilol_A"
326.9;0.017266558;3;B2PLYP;"monaphilol_A"
277.8;0.269544801;4;B2PLYP;"monaphilol_A"
303.2;0.006882692;5;B2PLYP;"monaphilol_A"
436.7;1.090432365;1;B2PLYP_solv;"monaphilol_A"
341.8;0.001585433;2;B2PLYP_solv;"monaphilol_A"
296.7;0.125784586;3;B2PLYP_solv;"monaphilol_A"
309.8;0.123807746;4;B2PLYP_solv;"monaphilol_A"
253.3;0.050618152;5;B2PLYP_solv;"monaphilol_A"
401.3;1.020631040;1;PBEQIHD;"monaphilol_A"
349.4;0.001230814;2;PBEQIHD;"monaphilol_A"
299.2;0.007203841;3;PBEQIHD;"monaphilol_A"
263.2;0.304595298;4;PBEQIHD;"monaphilol_A"
268.6;0.016552501;5;PBEQIHD;"monaphilol_A"
440.7;1.102370020;1;PBEQIHD_solv;"monaphilol_A"
318.7;0.002364942;2;PBEQIHD_solv;"monaphilol_A"
283.3;0.157939203;3;PBEQIHD_solv;"monaphilol_A"
285.1;0.123726208;4;PBEQIHD_solv;"monaphilol_A"
242.1;0.044387595;5;PBEQIHD_solv;"monaphilol_A"
383.7;0.967604386;1;BMK;"monaphilol_A"
336.9;0.001513694;2;BMK;"monaphilol_A"
302.0;0.047643292;3;BMK;"monaphilol_A"
264.3;0.116482775;4;BMK;"monaphilol_A"
258.3;0.161141011;5;BMK;"monaphilol_A"
401.6;1.149390178;1;BMK_solv;"monaphilol_A"
307.0;0.001615796;2;BMK_solv;"monaphilol_A"
282.9;0.014765987;3;BMK_solv;"monaphilol_A"
279.0;0.260127077;4;BMK_solv;"monaphilol_A"
240.7;0.061212727;5;BMK_solv;"monaphilol_A"
394.2;0.909864259;1;CAMB3LYP;"monaphilol_A"
358.2;0.002412221;2;CAMB3LYP;"monaphilol_A"
313.9;0.054143877;3;CAMB3LYP;"monaphilol_A"
278.4;0.044401896;4;CAMB3LYP;"monaphilol_A"
264.5;0.233075830;5;CAMB3LYP;"monaphilol_A"
413.6;1.094931470;1;CAMB3LYP_solv;"monaphilol_A"
323.1;0.001470485;2;CAMB3LYP_solv;"monaphilol_A"
293.1;0.009965194;3;CAMB3LYP_solv;"monaphilol_A"
285.7;0.267475847;4;CAMB3LYP_solv;"monaphilol_A"
252.1;0.041985725;5;CAMB3LYP_solv;"monaphilol_A"
388.0;0.942768985;1;M062X;"monaphilol_A"
342.2;0.002475118;2;M062X;"monaphilol_A"
298.5;0.028120203;3;M062X;"monaphilol_A"
260.5;0.133587218;4;M062X;"monaphilol_A"
254.4;0.177403345;5;M062X;"monaphilol_A"
411.4;1.104957608;1;M062X_solv;"monaphilol_A"
315.9;0.002202150;2;M062X_solv;"monaphilol_A"
281.3;0.051627811;3;M062X_solv;"monaphilol_A"
274.5;0.246082792;4;M062X_solv;"monaphilol_A"
240.3;0.057696507;5;M062X_solv;"monaphilol_A"
416.7;0.992932891;1;wPBEPP86;"monaphilol_A"
349.6;0.001318321;2;wPBEPP86;"monaphilol_A"
298.3;0.008941005;3;wPBEPP86;"monaphilol_A"
263.3;0.321317490;4;wPBEPP86;"monaphilol_A"
261.4;0.021857307;5;wPBEPP86;"monaphilol_A"
462.1;1.055092183;1;wPBEPP86_solv;"monaphilol_A"
320.5;0.002505548;2;wPBEPP86_solv;"monaphilol_A"
285.0;0.161730795;3;wPBEPP86_solv;"monaphilol_A"
282.9;0.141507943;4;wPBEPP86_solv;"monaphilol_A"
244.4;0.041129568;5;wPBEPP86_solv;"monaphilol_A"
352.9;1.279597844;1;wB97XD4_TDA;"monaphilol_A"
317.7;0.004669295;2;wB97XD4_TDA;"monaphilol_A"
275.0;0.040372336;3;wB97XD4_TDA;"monaphilol_A"
241.8;0.092305406;4;wB97XD4_TDA;"monaphilol_A"
232.9;0.340959109;5;wB97XD4_TDA;"monaphilol_A"
379.2;1.341306403;1;wB97XD4_TDA_solv;"monaphilol_A"
294.6;0.002664578;2;wB97XD4_TDA_solv;"monaphilol_A"
260.5;0.034094418;3;wB97XD4_TDA_solv;"monaphilol_A"
248.9;0.363920396;4;wB97XD4_TDA_solv;"monaphilol_A"
224.1;0.060489926;5;wB97XD4_TDA_solv;"monaphilol_A"
424.6;0.976398030;1;PBE0_solv;"monaphilol_C"
355.5;0.003869351;2;PBE0_solv;"monaphilol_C"
320.5;0.247996731;3;PBE0_solv;"monaphilol_C"
312.2;0.003409479;4;PBE0_solv;"monaphilol_C"
299.9;0.056634365;5;PBE0_solv;"monaphilol_C"
404.2;1.088116457;1;wB97XD4_solv;"monaphilol_C"
300.1;0.002295230;2;wB97XD4_solv;"monaphilol_C"
272.0;0.084284991;3;wB97XD4_solv;"monaphilol_C"
268.6;0.097373531;4;wB97XD4_solv;"monaphilol_C"
255.9;0.245150428;5;wB97XD4_solv;"monaphilol_C"
422.7;0.053288124;1;PBE0;"monaphilol_C"
407.3;0.677525928;2;PBE0;"monaphilol_C"
341.6;0.052858569;3;PBE0;"monaphilol_C"
335.3;0.098499291;4;PBE0;"monaphilol_C"
319.1;0.061845773;5;PBE0;"monaphilol_C"
378.5;0.950501099;1;wB97XD4;"monaphilol_C"
332.0;0.003891868;2;wB97XD4;"monaphilol_C"
283.7;0.003514664;3;wB97XD4;"monaphilol_C"
276.6;0.000343912;4;wB97XD4;"monaphilol_C"
250.0;0.144569675;5;wB97XD4;"monaphilol_C"
408.5;0.928596728;1;B2PLYP;"monaphilol_C"
406.2;0.002012423;2;B2PLYP;"monaphilol_C"
330.2;0.006251628;3;B2PLYP;"monaphilol_C"
290.2;0.000455589;4;B2PLYP;"monaphilol_C"
291.1;0.289522015;5;B2PLYP;"monaphilol_C"
442.5;1.039396803;1;B2PLYP_solv;"monaphilol_C"
345.1;0.003341343;2;B2PLYP_solv;"monaphilol_C"
304.8;0.196546121;3;B2PLYP_solv;"monaphilol_C"
309.9;0.088372929;4;B2PLYP_solv;"monaphilol_C"
283.1;0.001716641;5;B2PLYP_solv;"monaphilol_C"
401.1;0.987509988;1;PBEQIHD;"monaphilol_C"
365.4;0.001745094;2;PBEQIHD;"monaphilol_C"
301.8;0.003964433;3;PBEQIHD;"monaphilol_C"
286.3;0.001037875;4;PBEQIHD;"monaphilol_C"
270.4;0.323259094;5;PBEQIHD;"monaphilol_C"
446.9;1.054191279;1;PBEQIHD_solv;"monaphilol_C"
322.7;0.004175677;2;PBEQIHD_solv;"monaphilol_C"
289.5;0.198049318;3;PBEQIHD_solv;"monaphilol_C"
278.2;0.013222625;4;PBEQIHD_solv;"monaphilol_C"
286.7;0.105166612;5;PBEQIHD_solv;"monaphilol_C"
386.1;0.912021226;1;BMK;"monaphilol_C"
351.9;0.006846955;2;BMK;"monaphilol_C"
304.5;0.026151384;3;BMK;"monaphilol_C"
279.4;0.017028501;4;BMK;"monaphilol_C"
271.9;0.130922798;5;BMK;"monaphilol_C"
405.8;1.087752354;1;BMK_solv;"monaphilol_C"
310.4;0.002931562;2;BMK_solv;"monaphilol_C"
287.4;0.230199845;3;BMK_solv;"monaphilol_C"
282.2;0.091595242;4;BMK_solv;"monaphilol_C"
269.5;0.002134399;5;BMK_solv;"monaphilol_C"
397.0;0.838948805;1;CAMB3LYP;"monaphilol_C"
375.5;0.020187414;2;CAMB3LYP;"monaphilol_C"
316.3;0.030006963;3;CAMB3LYP;"monaphilol_C"
292.8;0.042956432;4;CAMB3LYP;"monaphilol_C"
286.4;0.075602326;5;CAMB3LYP;"monaphilol_C"
418.3;1.031392319;1;CAMB3LYP_solv;"monaphilol_C"
326.5;0.002618465;2;CAMB3LYP_solv;"monaphilol_C"
294.9;0.157352377;3;CAMB3LYP_solv;"monaphilol_C"
292.7;0.164344765;4;CAMB3LYP_solv;"monaphilol_C"
276.0;0.005961113;5;CAMB3LYP_solv;"monaphilol_C"
389.1;0.888637600;1;M062X;"monaphilol_C"
357.5;0.008335448;2;M062X;"monaphilol_C"
301.4;0.012004455;3;M062X;"monaphilol_C"
294.5;0.003152101;4;M062X;"monaphilol_C"
267.8;0.105587299;5;M062X;"monaphilol_C"
414.9;1.048665453;1;M062X_solv;"monaphilol_C"
320.9;0.002774106;2;M062X_solv;"monaphilol_C"
287.8;0.031691766;3;M062X_solv;"monaphilol_C"
283.6;0.207417851;4;M062X_solv;"monaphilol_C"
276.6;0.108018502;5;M062X_solv;"monaphilol_C"
416.8;0.960672832;1;wPBEPP86;"monaphilol_C"
366.0;0.001681590;2;wPBEPP86;"monaphilol_C"
298.5;0.003876489;3;wPBEPP86;"monaphilol_C"
293.2;0.006839492;4;wPBEPP86;"monaphilol_C"
270.4;0.333680161;5;wPBEPP86;"monaphilol_C"
470.1;1.007418072;1;wPBEPP86_solv;"monaphilol_C"
325.5;0.003604611;2;wPBEPP86_solv;"monaphilol_C"
291.3;0.192076950;3;wPBEPP86_solv;"monaphilol_C"
281.9;0.013161037;4;wPBEPP86_solv;"monaphilol_C"
285.5;0.130854332;5;wPBEPP86_solv;"monaphilol_C"
353.8;1.219250452;1;wB97XD4_TDA;"monaphilol_C"
329.5;0.015911410;2;wB97XD4_TDA;"monaphilol_C"
278.1;0.015125049;3;wB97XD4_TDA;"monaphilol_C"
273.5;0.008306363;4;wB97XD4_TDA;"monaphilol_C"
248.0;0.085608678;5;wB97XD4_TDA;"monaphilol_C"
382.9;1.283066461;1;wB97XD4_TDA_solv;"monaphilol_C"
298.1;0.003102693;2;wB97XD4_TDA_solv;"monaphilol_C"
268.4;0.002363224;3;wB97XD4_TDA_solv;"monaphilol_C"
261.7;0.138373168;4;wB97XD4_TDA_solv;"monaphilol_C"
251.8;0.310048636;5;wB97XD4_TDA_solv;"monaphilol_C"
381.8;0.570972798;1;PBE0_solv;"monascin"
332.4;0.022676316;2;PBE0_solv;"monascin"
270.4;0.000567918;3;PBE0_solv;"monascin"
259.9;0.016461533;4;PBE0_solv;"monascin"
257.1;0.128916011;5;PBE0_solv;"monascin"
356.6;0.569525275;1;wB97XD4_solv;"monascin"
291.8;0.007821484;2;wB97XD4_solv;"monascin"
264.1;0.000218962;3;wB97XD4_solv;"monascin"
218.5;0.464451536;4;wB97XD4_solv;"monascin"
211.4;0.187297589;5;wB97XD4_solv;"monascin"
370.7;0.237184674;1;PBE0;"monascin"
356.9;0.243791986;2;PBE0;"monascin"
275.7;0.000552954;3;PBE0;"monascin"
268.9;0.000840217;4;PBE0;"monascin"
253.0;0.086010453;5;PBE0;"monascin"
341.8;0.463208884;1;wB97XD4;"monascin"
310.7;0.014579819;2;wB97XD4;"monascin"
269.2;0.000162969;3;wB97XD4;"monascin"
213.4;0.270232117;4;wB97XD4;"monascin"
210.6;0.000805920;5;wB97XD4;"monascin"
361.8;0.492371126;1;B2PLYP;"monascin"
355.8;0.007635340;2;B2PLYP;"monascin"
277.7;0.000163330;3;B2PLYP;"monascin"
247.8;0.172701726;4;B2PLYP;"monascin"
232.7;0.225343269;5;B2PLYP;"monascin"
381.3;0.591050411;1;B2PLYP_solv;"monascin"
328.3;0.004930120;2;B2PLYP_solv;"monascin"
272.3;0.000234850;3;B2PLYP_solv;"monascin"
246.2;0.353975470;4;B2PLYP_solv;"monascin"
238.9;0.142989063;5;B2PLYP_solv;"monascin"
352.6;0.506488273;1;PBEQIHD;"monascin"
336.4;0.004757567;2;PBEQIHD;"monascin"
276.5;0.000161015;3;PBEQIHD;"monascin"
217.2;0.503646738;4;PBEQIHD;"monascin"
216.6;0.014214195;5;PBEQIHD;"monascin"
374.2;0.596957455;1;PBEQIHD_solv;"monascin"
313.0;0.003730375;2;PBEQIHD_solv;"monascin"
271.0;0.000236509;3;PBEQIHD_solv;"monascin"
225.6;0.547056118;4;PBEQIHD_solv;"monascin"
230.6;0.114409232;5;PBEQIHD_solv;"monascin"
348.0;0.484217965;1;BMK;"monascin"
323.8;0.028257579;2;BMK;"monascin"
268.8;0.000184015;3;BMK;"monascin"
227.2;0.124828316;4;BMK;"monascin"
219.1;0.156851960;5;BMK;"monascin"
362.8;0.611137746;1;BMK_solv;"monascin"
301.1;0.009979203;2;BMK_solv;"monascin"
263.2;0.000258096;3;BMK_solv;"monascin"
231.8;0.240270825;4;BMK_solv;"monascin"
221.0;0.159655131;5;BMK_solv;"monascin"
357.6;0.443290620;1;CAMB3LYP;"monascin"
335.6;0.039726320;2;CAMB3LYP;"monascin"
273.4;0.000191415;3;CAMB3LYP;"monascin"
234.4;0.152962153;4;CAMB3LYP;"monascin"
227.7;0.074208620;5;CAMB3LYP;"monascin"
372.8;0.577471374;1;CAMB3LYP_solv;"monascin"
311.7;0.011839399;2;CAMB3LYP_solv;"monascin"
268.2;0.000267572;3;CAMB3LYP_solv;"monascin"
239.6;0.244390862;4;CAMB3LYP_solv;"monascin"
228.2;0.075254043;5;CAMB3LYP_solv;"monascin"
352.8;0.400265112;1;M062X;"monascin"
336.3;0.073966245;2;M062X;"monascin"
286.7;0.000172634;3;M062X;"monascin"
224.1;0.221321280;4;M062X;"monascin"
220.7;0.000454843;5;M062X;"monascin"
367.8;0.562149798;1;M062X_solv;"monascin"
314.9;0.013938847;2;M062X_solv;"monascin"
280.6;0.000237695;3;M062X_solv;"monascin"
229.8;0.317482387;4;M062X_solv;"monascin"
218.2;0.060181124;5;M062X_solv;"monascin"
360.9;0.487418905;1;wPBEPP86;"monascin"
339.5;0.003762449;2;wPBEPP86;"monascin"
280.6;0.000158278;3;wPBEPP86;"monascin"
218.2;0.168652694;4;wPBEPP86;"monascin"
215.8;0.393183294;5;wPBEPP86;"monascin"
383.9;0.572169836;1;wPBEPP86_solv;"monascin"
316.7;0.003210766;2;wPBEPP86_solv;"monascin"
275.1;0.000232076;3;wPBEPP86_solv;"monascin"
224.7;0.583426155;4;wPBEPP86_solv;"monascin"
217.2;0.043262297;5;wPBEPP86_solv;"monascin"
321.5;0.549193721;1;wB97XD4_TDA;"monascin"
307.3;0.074446395;2;wB97XD4_TDA;"monascin"
267.1;0.000167287;3;wB97XD4_TDA;"monascin"
209.6;0.026257225;4;wB97XD4_TDA;"monascin"
209.0;0.180013657;5;wB97XD4_TDA;"monascin"
337.0;0.688841034;1;wB97XD4_TDA_solv;"monascin"
289.6;0.013019485;2;wB97XD4_TDA_solv;"monascin"
262.2;0.000200443;3;wB97XD4_TDA_solv;"monascin"
212.4;0.344840814;4;wB97XD4_TDA_solv;"monascin"
204.7;0.216122726;5;wB97XD4_TDA_solv;"monascin"
503.3;0.233658501;1;PBE0_solv;"monascorubramine"
377.4;0.631235735;2;PBE0_solv;"monascorubramine"
355.0;0.016265590;3;PBE0_solv;"monascorubramine"
332.9;0.011146833;4;PBE0_solv;"monascorubramine"
302.2;0.601554517;5;PBE0_solv;"monascorubramine"
433.4;0.598184008;1;wB97XD4_solv;"monascorubramine"
325.3;0.364928482;2;wB97XD4_solv;"monascorubramine"
297.3;0.005328122;3;wB97XD4_solv;"monascorubramine"
288.6;0.004574634;4;wB97XD4_solv;"monascorubramine"
265.2;0.830480425;5;wB97XD4_solv;"monascorubramine"
555.8;0.083292999;1;PBE0;"monascorubramine"
439.5;0.000690736;2;PBE0;"monascorubramine"
387.5;0.601963462;3;PBE0;"monascorubramine"
370.4;0.067790008;4;PBE0;"monascorubramine"
346.7;0.000039718;5;PBE0;"monascorubramine"
440.6;0.328904811;1;wB97XD4;"monascorubramine"
351.9;0.550147419;2;wB97XD4;"monascorubramine"
327.5;0.001944887;3;wB97XD4;"monascorubramine"
315.5;0.002769823;4;wB97XD4;"monascorubramine"
252.0;0.469183928;5;wB97XD4;"monascorubramine"
549.4;0.189593982;1;B2PLYP;"monascorubramine"
406.4;0.584434023;2;B2PLYP;"monascorubramine"
412.5;0.001922204;3;B2PLYP;"monascorubramine"
363.8;0.003866850;4;B2PLYP;"monascorubramine"
311.4;0.108537911;5;B2PLYP;"monascorubramine"
510.7;0.441697851;1;B2PLYP_solv;"monascorubramine"
395.6;0.389834845;2;B2PLYP_solv;"monascorubramine"
334.4;0.007873473;3;B2PLYP_solv;"monascorubramine"
332.1;0.020858425;4;B2PLYP_solv;"monascorubramine"
295.1;0.717283093;5;B2PLYP_solv;"monascorubramine"
507.0;0.316401733;1;PBEQIHD;"monascorubramine"
401.4;0.479311653;2;PBEQIHD;"monascorubramine"
354.9;0.002133753;3;PBEQIHD;"monascorubramine"
348.6;0.002082519;4;PBEQIHD;"monascorubramine"
263.2;0.559072320;5;PBEQIHD;"monascorubramine"
500.8;0.546842276;1;PBEQIHD_solv;"monascorubramine"
377.8;0.282206899;2;PBEQIHD_solv;"monascorubramine"
317.3;0.006691839;3;PBEQIHD_solv;"monascorubramine"
308.3;0.073877548;4;PBEQIHD_solv;"monascorubramine"
284.8;0.728169002;5;PBEQIHD_solv;"monascorubramine"
487.5;0.149695746;1;BMK;"monascorubramine"
366.7;0.682411233;2;BMK;"monascorubramine"
352.5;0.012930565;3;BMK;"monascorubramine"
329.3;0.009299003;4;BMK;"monascorubramine"
281.9;0.019127815;5;BMK;"monascorubramine"
453.8;0.398279308;1;BMK_solv;"monascorubramine"
350.0;0.553087168;2;BMK_solv;"monascorubramine"
307.8;0.006756391;3;BMK_solv;"monascorubramine"
299.6;0.007073782;4;BMK_solv;"monascorubramine"
279.5;0.753095786;5;BMK_solv;"monascorubramine"
506.2;0.130395262;1;CAMB3LYP;"monascorubramine"
379.6;0.283115767;2;CAMB3LYP;"monascorubramine"
376.2;0.391435645;3;CAMB3LYP;"monascorubramine"
342.3;0.010997633;4;CAMB3LYP;"monascorubramine"
292.1;0.023744829;5;CAMB3LYP;"monascorubramine"
472.4;0.357875544;1;CAMB3LYP_solv;"monascorubramine"
362.3;0.557232689;2;CAMB3LYP_solv;"monascorubramine"
321.5;0.005695290;3;CAMB3LYP_solv;"monascorubramine"
312.7;0.007194975;4;CAMB3LYP_solv;"monascorubramine"
286.1;0.725595911;5;CAMB3LYP_solv;"monascorubramine"
479.8;0.186627849;1;M062X;"monascorubramine"
371.1;0.635738595;2;M062X;"monascorubramine"
354.4;0.013628714;3;M062X;"monascorubramine"
340.5;0.008234377;4;M062X;"monascorubramine"
273.0;0.073033045;5;M062X;"monascorubramine"
459.1;0.468050692;1;M062X_solv;"monascorubramine"
351.0;0.474324628;2;M062X_solv;"monascorubramine"
319.6;0.004988674;3;M062X_solv;"monascorubramine"
308.7;0.003679426;4;M062X_solv;"monascorubramine"
277.6;0.752207777;5;M062X_solv;"monascorubramine"
519.0;0.372303700;1;wPBEPP86;"monascorubramine"
410.6;0.394898478;2;wPBEPP86;"monascorubramine"
350.2;0.001864576;3;wPBEPP86;"monascorubramine"
354.9;0.001648342;4;wPBEPP86;"monascorubramine"
261.0;0.632429058;5;wPBEPP86;"monascorubramine"
523.3;0.557259429;1;wPBEPP86_solv;"monascorubramine"
